video_id,url,status,message,path
3GcP75TXEfM,https://www.youtube.com/watch?v=3GcP75TXEfM,ok,downloaded,data/raw_vtt
3N8X0OKK3_Q,https://www.youtube.com/watch?v=3N8X0OKK3_Q,ok,downloaded,data/raw_vtt
3NI1I2AojLw,https://www.youtube.com/watch?v=3NI1I2AojLw,ok,downloaded,data/raw_vtt
3NJv_7PxGws,https://www.youtube.com/watch?v=3NJv_7PxGws,ok,downloaded,data/raw_vtt
3QAuKlKPlXE,https://www.youtube.com/watch?v=3QAuKlKPlXE,ok,downloaded,data/raw_vtt
3RudS0A3r9Q,https://www.youtube.com/watch?v=3RudS0A3r9Q,ok,downloaded,data/raw_vtt
3T9gIkAXI2c,https://www.youtube.com/watch?v=3T9gIkAXI2c,ok,downloaded,data/raw_vtt
3TClfAvj2-Q,https://www.youtube.com/watch?v=3TClfAvj2-Q,ok,downloaded,data/raw_vtt
3UR4Gu_bKRg,https://www.youtube.com/watch?v=3UR4Gu_bKRg,ok,downloaded,data/raw_vtt
3a0ObEEqmBs,https://www.youtube.com/watch?v=3a0ObEEqmBs,ok,downloaded,data/raw_vtt
3esF-pNAM9c,https://www.youtube.com/watch?v=3esF-pNAM9c,ok,already_downloaded,data/raw_vtt
3jLoGxpDg_s,https://www.youtube.com/watch?v=3jLoGxpDg_s,ok,downloaded,data/raw_vtt
3m15T_4jVzE,https://www.youtube.com/watch?v=3m15T_4jVzE,ok,downloaded,data/raw_vtt
3nJooYCw6dI,https://www.youtube.com/watch?v=3nJooYCw6dI,ok,downloaded,data/raw_vtt
43OJuHumMjs,https://www.youtube.com/watch?v=43OJuHumMjs,ok,downloaded,data/raw_vtt
49-CvqNQ7qU,https://www.youtube.com/watch?v=49-CvqNQ7qU,ok,downloaded,data/raw_vtt
4AsrTjLqJxE,https://www.youtube.com/watch?v=4AsrTjLqJxE,ok,downloaded,data/raw_vtt
4DWKf5RqU-s,https://www.youtube.com/watch?v=4DWKf5RqU-s,ok,already_downloaded,data/raw_vtt
4H0mVPKsGG8,https://www.youtube.com/watch?v=4H0mVPKsGG8,ok,downloaded,data/raw_vtt
4N7tkePckJA,https://www.youtube.com/watch?v=4N7tkePckJA,ok,downloaded,data/raw_vtt
4S7Nh0oHNDw,https://www.youtube.com/watch?v=4S7Nh0oHNDw,ok,already_downloaded,data/raw_vtt
4TStHjLh0Tk,https://www.youtube.com/watch?v=4TStHjLh0Tk,ok,downloaded,data/raw_vtt
4TYVNryDkFI,https://www.youtube.com/watch?v=4TYVNryDkFI,ok,downloaded,data/raw_vtt
4UMPysw9MFY,https://www.youtube.com/watch?v=4UMPysw9MFY,ok,downloaded,data/raw_vtt
4_djjZewu4M,https://www.youtube.com/watch?v=4_djjZewu4M,ok,downloaded,data/raw_vtt
4dWvlNz_DvM,https://www.youtube.com/watch?v=4dWvlNz_DvM,ok,downloaded,data/raw_vtt
4hf4ngY5S5E,https://www.youtube.com/watch?v=4hf4ngY5S5E,ok,downloaded,data/raw_vtt
